video;codec;resolution;width;bitrate [kb/s];nic;userDevice;cpu_model;encoded_segment_size [B];decoding_duration[s];average_cpu_utilization [%];energy_decode [wh];emission_decode_Austria_CI_157 [g];energy_NIC_LTE_TH_16_Mb/s [kWh];emission_NIC_LTE_TH_16_Austria_CI_157_[g];energy_NIC_LTE_TH_20_Mb/s [kWh];emission_NIC_LTE_TH_20_Austria_CI_157 [g];energy_NIC_LTE_TH_42_Mb/s [kWh];emission_NIC_LTE_TH_42_Austria_CI_157 [g];energy_NIC_LTE_TH_60_Mb/s [kWh];emission_NIC_LTE_TH_60_Austria_CI_157 [g]
Skateboarding_s003;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;744511.0;0.49;6.5625;8.9322916666625e-06;0.001402369791666;5.822207783091151e-07;9.140866219453108e-05;4.869432833777778e-07;7.645009549031111e-05;2.3438230475026457e-07;3.6798021845791536e-05;1.6550203785185185e-07;2.598381994274074e-05
Skateboarding_s003;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1644904.0;0.98;6.75;1.8375e-05;0.002884875;1.286344039408117e-06;0.000201956014187;1.0758403228444445e-06;0.0001689069306865;5.178384075089947e-07;8.130062997891217e-05;3.65656066962963e-07;5.740800251318519e-05
Skateboarding_s003;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2966436.0;2.23;7.187499999999999;4.452256944444375e-05;0.0069900434027776;2.3198054517988022e-06;0.0003642094559324;1.9401809856e-06;0.0003046084147392;9.338748609142856e-07;0.0001466183531635;6.594277359999999e-07;0.0001035301545519
Skateboarding_s003;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4372169.0;3.6;7.9375;7.9375e-05;0.012461875;3.41911353637352e-06;0.0005368008252106;2.8595928446222223e-06;0.0004489560766056;1.3764189474402116e-06;0.0002160977747481;9.719169754814815e-07;0.0001525909651505
Skateboarding_s003;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;11398351.0;9.61;8.3125;0.0002218975694444;0.0348379184027708;8.913712209303127e-06;0.0013994528168605;7.455028147377778e-06;0.0011704394191383;3.588357697512169e-06;0.0005633721585094;2.533811211185185e-06;0.000397808360156
Skateboarding_s004;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;84580.0;0.29;5.625;4.53125e-06;0.00071140625;6.614305689155025e-08;1.0384459931973387e-05;5.5319079111111124e-08;8.685095420444447e-06;2.6626947534391532e-08;4.180430762899471e-06;1.8801820740740746e-08;2.951885856296297e-06
Skateboarding_s004;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1010873.0;0.77;5.9375;1.2699652777775e-05;0.0019938454861106;7.905205763671324e-07;0.0001241117304896;6.61155869688889e-07;0.0001038014715411;3.18236726589418e-07;4.996316607453863e-05;2.24713323925926e-07;3.5279991856370384e-05
Skateboarding_s004;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2193858.0;1.04;6.375;1.84166666666625e-05;0.002891416666666;1.7156357827616767e-06;0.0002693548178935;1.4348806368e-06;0.0002252762599776;6.906566784571429e-07;0.0001084330985177;4.87686508e-07;7.6566781756e-05
Skateboarding_s004;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3770760.0;2.19;6.5625;3.9921875e-05;0.006267734375;2.9488010546746506e-06;0.0004629617655839;2.466244629333333e-06;0.0003872004068053;1.187087120888889e-06;0.0001863726779795;8.382259822222222e-07;0.0001316014792088
Skateboarding_s004;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5275100.0;3.33;7.8125;7.2265625e-05;0.0113457031249999;4.125221558389887e-06;0.0006476597846672;3.450149848888889e-06;0.0005416735262755;1.6606740475132277e-06;0.0002607258254595;1.172635192592593e-06;0.000184103725237
Skateboarding_s004;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;11052469.0;7.35;8.25;0.0001684375;0.0264446874999999;8.643226363905124e-06;0.0013569865391331;7.228805946844445e-06;0.0011349225336545;3.4794692857470904e-06;0.0005462766778622;2.4569229236296296e-06;0.0003857368990098
Skateboarding_s005;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;54273.0;0.24;5.5;3.666666666666667e-06;0.0005756666666666;4.2442446520159684e-08;6.663464103665071e-06;3.549695413333333e-08;5.573021798933333e-06;1.7085887012698412e-08;2.6824842609936508e-06;1.2064686888888888e-08;1.894155841555556e-06
Skateboarding_s005;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;547677.0;0.53;5.6875;8.3732638888875e-06;0.0013146024305553;4.282931067532934e-07;6.724201776026707e-05;3.582050992e-07;5.62382005744e-05;1.724162537809524e-07;2.706935184360953e-05;1.2174656866666668e-07;1.911421128066667e-05
Skateboarding_s005;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1192240.0;0.99;6.25;1.71875e-05;0.0026984375;9.323527801889556e-07;0.0001463793864896;7.797779484444444e-07;0.0001224251379057;3.753335531851852e-07;5.892736785007408e-05;2.650305362962963e-07;4.160979419851852e-05
Skateboarding_s005;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2124903.0;1.94;6.625;3.57013888888875e-05;0.0056051180555553;1.661711752400399e-06;0.0002608887451268;1.3897810021333333e-06;0.0002181956173349;6.689486958698413e-07;0.0001050249452515;4.723580668888888e-07;7.416021650155554e-05
Skateboarding_s005;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3071637.0;3.22;6.937500000000001;6.205208333333125e-05;0.009742177083333;2.402074495639521e-06;0.0003771256958154;2.0089871152e-06;0.0003154109770864;9.669935829238095e-07;0.000151817992519;6.828135286666666e-07;0.0001072017240006
Skateboarding_s005;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;6970999.0;7.5;8.125;0.0001692708333333;0.0265755208333281;5.451444590304325e-06;0.0008558768006777;4.559343168177777e-06;0.0007158168774039;2.1945663825407407e-06;0.0003445469220588;1.5496272591851852e-06;0.000243291479692
Skateboarding_s006;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;127628.0;0.25;5.125;3.559027777777777e-06;0.0005587673611111;9.980735475236197e-08;1.566975469612083e-05;8.347438435555555e-08;1.3105478343822222e-05;4.0179050129100535e-08;6.308110870268784e-06;2.8371231703703704e-08;4.4542833774814815e-06
Skateboarding_s006;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;598847.0;0.52;5.3125;7.67361111110625e-06;0.0012047569444436;4.683089523567532e-07;7.352450552001025e-05;3.916725534222224e-07;6.149259088728891e-05;1.885252737068783e-07;2.9598467971979893e-05;1.3312147014814818e-07;2.0900070813259265e-05
Skateboarding_s006;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;983704.0;0.75;5.25;1.09375e-05;0.0017171875;7.692739375318697e-07;0.0001207760081925;6.433861361777779e-07;0.0001010116233799;3.096835516359789e-07;4.862031760684869e-05;2.1867375585185185e-07;3.433177966874074e-05
Skateboarding_s006;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2034280.0;1.58;6.25;2.743055555555e-05;0.0043065972222213;1.590842962560213e-06;0.0002497623451219;1.3305095324444444e-06;0.0002088899965937;6.404193288042328e-07;0.0001005458346222;4.522129096296296e-07;7.099742681185185e-05
Skateboarding_s006;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3434832.0;3.18;5.6875;5.023958333333125e-05;0.007887614583333;2.6860994134419165e-06;0.0004217176079103;2.2465327872e-06;0.0003527056475904;1.0813323652571428e-06;0.0001697691813453;7.63550432e-07;0.000119877417824
Skateboarding_s006;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;7634706.0;7.53;5.9375;0.0001241927083333;0.0194982552083281;5.970475210549301e-06;0.0009373646080562;4.993437044266667e-06;0.0007839696159498;2.403510476501587e-06;0.0003773511448107;1.697166867111111e-06;0.0002664551981364
Skateboarding_s007;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;74171.0;0.29;5.75;4.6319444444444445e-06;0.0007272152777777;5.8003034673719264e-08;9.106476443773923e-06;4.851113048888889e-08;7.616247486755556e-06;2.335005114179894e-08;3.6659580292624335e-06;1.648793859259259e-08;2.5886063590370365e-06
Skateboarding_s007;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;861679.0;0.67;6.375;1.186458333333125e-05;0.001862739583333;6.738482279410512e-07;0.0001057941717867;5.635763628444444e-07;8.848148896657778e-05;2.712684029851852e-07;4.258913926867408e-05;1.9154805029629642e-07;3.007304389651853e-05
Skateboarding_s007;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1947284.0;1.12;6.937500000000001;2.158333333333125e-05;0.003388583333333;1.522810550910446e-06;0.0002390812564929;1.2736102819555555e-06;0.000199956814267;6.130317912338625e-07;9.62459912237164e-05;4.32874021037037e-07;6.796122130281481e-05
Skateboarding_s007;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3506947.0;2.45;6.937500000000001;4.72135416666625e-05;0.007412526041666;2.7424946197286763e-06;0.0004305716552974;2.293699202311111e-06;0.0003601107747628;1.104035159315344e-06;0.0001733335200125;7.795813294074073e-07;0.0001223942687169
Skateboarding_s007;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5112260.0;4.21;7.4375;8.697743055555e-05;0.0136554565972213;3.997877796457751e-06;0.0006276668140438;3.343645251555556e-06;0.0005249523044942;1.6094097753862434e-06;0.0002526773347356;1.1364364637037036e-06;0.0001784205248014
Skateboarding_s007;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;11451861.0;9.2;7.9375;0.0002028472222222;0.0318470138888854;8.95555797631976e-06;0.0014060226022822;7.4900260656e-06;0.0011759340922992;3.6052033816285714e-06;0.0005660169309156;2.545706286e-06;0.000399675886902
Skateboarding_s008;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;85180.0;0.24;6.125;4.083333333333334e-06;0.0006410833333333;6.661226751031271e-08;1.0458125999119096e-05;5.5711505777777774e-08;8.746706407111111e-06;2.68158357883598e-08;4.2100862187724885e-06;1.8935198518518522e-08;2.972826167407408e-06
Skateboarding_s008;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;925967.0;0.6;5.875;9.7916666666625e-06;0.001537291666666;7.241225817060545e-07;0.0001136872453278;6.056235720888888e-07;9.508290081795554e-05;2.915071497703704e-07;4.576662251394816e-05;2.0583903459259257e-07;3.2316728431037034e-05
Skateboarding_s008;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2073768.0;0.97;6.5625;1.76822916666625e-05;0.002776119791666;1.6217232774163672e-06;0.0002546105545543;1.3563364394666666e-06;0.0002129448209962;6.528506944253968e-07;0.0001024975590247;4.609909457777778e-07;7.237557848711112e-05
Skateboarding_s008;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3673763.0;2.24;6.812500000000001;4.23888888888875e-05;0.0066550555555553;2.872947684027812e-06;0.0004510527863923;2.402804280355556e-06;0.0003772402720158;1.1565511309386244e-06;0.0001815785275573;8.166639083703703e-07;0.0001282162336141
Skateboarding_s008;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5228312.0;4.02;7.375;8.23541666666625e-05;0.012929604166666;4.08863251433879e-06;0.0006419153047511;3.4195484174222224e-06;0.0005368691015352;1.645944541468783e-06;0.0002584132930105;1.1622343934814817e-06;0.0001824707997765
Skateboarding_s008;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;12082212.0;8.5;9.625;0.0002272569444444;0.0356793402777708;9.448503614232336e-06;0.0014834150674344;7.902303635200001e-06;0.0012406616707264;3.8036465479238096e-06;0.000597172508024;2.6858309786666667e-06;0.0004216754636506
Skateboarding_s009;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;74563.0;0.26;5.3125;3.836805555555556e-06;0.0006023784722222;5.830958561131071e-08;9.154604940975782e-06;4.8767515911111113e-08;7.656499998044445e-06;2.3473458134391536e-08;3.685332927099471e-06;1.657507874074074e-08;2.6022873622962965e-06
Skateboarding_s009;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;908084.0;0.48;6.25;8.33333333333125e-06;0.001308333333333;7.10137759213839e-07;0.0001114916281965;5.939272952888889e-07;9.324658536035556e-05;2.8587733536084655e-07;4.488274165165291e-05;2.018637099259259e-07;3.169260245837037e-05
Skateboarding_s009;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2033528.0;0.99;6.5;1.7875e-05;0.002806375;1.590254885251364e-06;0.0002496700169844;1.3300176910222222e-06;0.0002088127774904;6.401825888592593e-07;0.0001005086664509;4.520457428148148e-07;7.097118162192592e-05
Skateboarding_s009;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3628603.0;2.15;7.062499999999999;4.217881944444375e-05;0.0066220746527776;2.8376317647889555e-06;0.0004455081870718;2.3732676332444444e-06;0.0003726030184193;1.142334141689947e-06;0.0001793464602453;8.066250076296297e-07;0.0001266401261978
Skateboarding_s009;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5253424.0;3.76;7.6875;8.02916666666625e-05;0.012605791666666;4.108270542769395e-06;0.0006449984752147;3.4359727815111107e-06;0.0005394477266972;1.653850144524868e-06;0.0002596544726904;1.1678166980740742e-06;0.0001833472215976
Skateboarding_s009;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;13026128.0;7.76;8.125;0.0001751388888888;0.0274968055555415;1.018666263159867e-05;0.0015993060331609;8.519666651022223e-06;0.0013375876642104;4.10080428981164e-06;0.0006438262735004;2.8956600094814816e-06;0.0004546186214885
Skateboarding_s010;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;85927.0;0.25;5.6875;3.949652777777778e-06;0.0006200954861111;6.7196434730672e-08;1.0549840252715503e-05;5.62000769777778e-08;8.823412085511116e-06;2.7051001664550266e-08;4.247007261334392e-06;1.910125385185185e-08;2.9988968547407405e-06
Skateboarding_s010;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1096107.0;0.64;6.4375;1.144444444444375e-05;0.0017967777777776;8.571750728331337e-07;0.0001345764864348;7.169026938666666e-07;0.000112553722937;3.450695623206349e-07;5.417592128433968e-05;2.4366052644444444e-07;3.8254702651777776e-05
Skateboarding_s010;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2485440.0;0.97;6.6875;1.801909722221875e-05;0.0028289982638883;1.9436580671616767e-06;0.0003051543165443;1.625588224e-06;0.000255217351168;7.824507032380953e-07;0.0001228447604083;5.525041066666666e-07;8.674314474666664e-05
Skateboarding_s010;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4340859.0;2.19;7.187499999999999;4.372395833333125e-05;0.006864661458333;3.394628562251098e-06;0.0005329566842734;2.8391147130666665e-06;0.0004457410099514;1.366562128720635e-06;0.0002145502542091;9.649568784444445e-07;0.0001514982299157
Skateboarding_s010;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;6182796.0;4.06;7.6875;8.66979166666625e-05;0.013611572916666;4.835055894736926e-06;0.0007591037754736;4.043823374933333e-06;0.0006348802698645;1.946429235136508e-06;0.0003055893899164;1.3744126515555555e-06;0.0002157827862942
Skateboarding_s010;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;14251060.0;8.86;8.5;0.0002091944444444;0.0328435277777707;1.1144581134368595e-05;0.0017496992380958;9.320826620444444e-06;0.0014633697794097;4.486429734328042e-06;0.0007043694682895;3.1679578562962964e-06;0.0004973693834385
Skateboarding_s011;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;77525.0;0.25;6.25;4.340277777777778e-06;0.0006814236111111;6.062592203260149e-08;9.518269759118434e-06;5.070479555555556e-08;7.960652902222223e-06;2.440593648148149e-08;3.831732027592594e-06;1.7233520370370367e-08;2.7056626981481475e-06
Skateboarding_s011;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;870747.0;0.51;7.3125;1.0359375e-05;0.0016264218749999;6.809395644259482e-07;0.0001069075116148;5.695072378666668e-07;8.941263634506668e-05;2.741231341301588e-07;4.303733205843493e-05;1.935638331111111e-07;3.038952179844445e-05
Skateboarding_s011;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1974975.0;1.0;7.4375;2.065972222221875e-05;0.0032435763888883;1.544465402984032e-06;0.0002424810682684;1.2917214266666669e-06;0.0002028002639866;6.21749298968254e-07;9.761463993801589e-05;4.390296277777778e-07;6.892765156111111e-05
Skateboarding_s011;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3477653.0;2.33;7.6875;4.975520833333125e-05;0.007811567708333;2.7195861932852963e-06;0.0004269750323457;2.274539624355556e-06;0.0003571027210238;1.0948130051291005e-06;0.0001718856418052;7.730693817037036e-07;0.0001213718929274
Skateboarding_s011;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4993127.0;3.68;8.8125;9.008333333333124e-05;0.014143083333333;3.904713682049368e-06;0.0006130400480817;3.265726974755556e-06;0.0005127191350366;1.5719050681195768e-06;0.0002467890956947;1.109953639037037e-06;0.0001742627213288
Skateboarding_s011;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;12752539.0;8.97;8.8125;0.000219578125;0.034473765625;9.972711191637656e-06;0.0015657156570871;8.340727285511112e-06;0.0013094941838252;4.01467470895344e-06;0.0006303039293056;2.834842188074074e-06;0.0004450702235276
Skateboarding_s012;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;84452.0;0.25;6.3125;4.383680555555555e-06;0.0006882378472222;6.604295862621426e-08;1.036874450431564e-05;5.5235361422222224e-08;8.67195174328889e-06;2.6586651373544977e-08;4.1741042656465615e-06;1.877336681481481e-08;2.947418589925925e-06
Skateboarding_s012;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1002449.0;0.51;7.187499999999999;1.01822916666625e-05;0.001598619791666;7.839328592797072e-07;0.0001230774589069;6.556461992888888e-07;0.0001029364532883;3.1558473550370365e-07;4.9546803474081474e-05;2.228406999259259e-07;3.498598988837037e-05
Skateboarding_s012;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2227675.0;1.0;7.375;2.048611111110625e-05;0.0032163194444436;1.7420812752528276e-06;0.0002735067602146;1.4569984577777778e-06;0.0002287487578711;7.013027352645503e-07;0.0001101045294365;4.952039018518518e-07;7.774701259074073e-05
Skateboarding_s012;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3935972.0;2.29;8.0625;5.128645833333125e-05;0.008051973958333;3.077999762586294e-06;0.000483245962726;2.574300620088889e-06;0.0004041651973539;1.2390981312465607e-06;0.0001945384066057;8.749519979259259e-07;0.0001373674636743
Skateboarding_s012;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5803343.0;3.9;8.5625;9.27604166666625e-05;0.014563385416666;4.538316933201464e-06;0.0007125157585126;3.795644248355556e-06;0.0005959161469918;1.826972210748148e-06;0.0002868346370874;1.2900616550370368e-06;0.0002025396798408
Skateboarding_s012;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;17210268.0;9.02;8.9375;0.0002239340277777;0.0351576423610989;1.3458734162246708e-05;0.0021130212634727;1.12562801728e-05;0.0017672359871295;5.418029121409523e-06;0.0008506305720612;3.8257788346666665e-06;0.0006006472770426
Skateboarding_s013;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;96892.0;0.27;6.5625;4.921875000000001e-06;0.000772734375;7.577125878855622e-08;1.1896087629803329e-05;6.337167431111111e-08;9.949352866844443e-06;3.0502934505820115e-08;4.788960717413758e-06;2.153873274074074e-08;3.381581040296296e-06
Skateboarding_s013;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1029830.0;0.56;7.124999999999999;1.108333333333125e-05;0.001740083333333;8.053452858669327e-07;0.0001264392098811;6.735545902222223e-07;0.0001057480706648;3.24204650973545e-07;5.090013020284656e-05;2.2892739481481485e-07;3.5941600985925935e-05
Skateboarding_s013;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2158035.0;1.04;7.4375;2.148611111110625e-05;0.0033733194444436;1.6876215627684633e-06;0.0002649565853546;1.4114508026666668e-06;0.0002215977760186;6.793791052539682e-07;0.0001066625195248;4.797231877777778e-07;7.531654048111111e-05
Skateboarding_s013;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3657174.0;2.38;7.6875;5.08229166666625e-05;0.007979197916666;2.859974792436727e-06;0.0004490160424125;2.3919543370666666e-06;0.0003755368309194;1.1513286855301588e-06;0.0001807586036282;8.129762351111111e-07;0.0001276372689124
Skateboarding_s013;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5264243.0;4.2;7.875;9.1875e-05;0.014424375;4.11673119224338e-06;0.0006463267971822;3.4430488883555554e-06;0.0005405586754718;1.657256114557672e-06;0.0002601892099855;1.1702217217037037e-06;0.0001837248103074
Skateboarding_s013;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;13705284.0;7.03;8.6875;0.0001696475694444;0.0266346684027708;1.0717774643259082e-05;0.0016826906189916;8.963864859733333e-06;0.0014073267829781;4.314611941498412e-06;0.0006773940748152;3.046633872888889e-06;0.0004783215180435
Skateboarding_s014;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;86433.0;0.23;6.5625;4.192708333333334e-06;0.0006582552083333;6.759213568582835e-08;1.061196530267505e-05;5.65310234666667e-08;8.875370684266672e-06;2.7210297425396826e-08;4.272016695787302e-06;1.921373577777778e-08;3.0165565171111114e-06
Skateboarding_s014;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;957020.0;0.58;6.5;1.047222222221875e-05;0.0016441388888883;7.484065772801065e-07;0.0001174998326329;6.259336142222222e-07;9.827157743288888e-05;3.012830613544973e-07;4.730144063265608e-05;2.127420014814815e-07;3.3400494232592594e-05
Skateboarding_s014;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2075737.0;0.98;7.062499999999999;1.922569444444375e-05;0.0030184340277776;1.6232630702636065e-06;0.0002548523020313;1.3576242529777778e-06;0.0002131470077175;6.534705627121693e-07;0.0001025948783458;4.614286471851853e-07;7.244429760807409e-05
Skateboarding_s014;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3582721.0;2.14;7.3125;4.346874999999375e-05;0.006824593749999;2.801751228772189e-06;0.0004398749429172;2.3432587660444445e-06;0.0003678916262689;1.1278898569089948e-06;0.0001770787075347;7.964256089629629e-07;0.0001250388206071
Skateboarding_s014;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5164855.0;3.38;8.25;7.745833333333125e-05;0.012160958333333;4.039008017280772e-06;0.000634124258713;3.378044719111111e-06;0.0005303530209004;1.625967404915344e-06;0.0002552768825717;1.1481281374074076e-06;0.0001802561175729
Skateboarding_s014;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;15410723.0;7.85;8.25;0.0001798958333333;0.0282436458333281;1.2051458124011844e-05;0.0018920789254698;1.0079297763022224e-05;0.0015824497487944;4.851507599764021e-06;0.0007616866931629;3.425746646148148e-06;0.0005378422234452
Skateboarding_s015;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;93799.0;0.25;6.1875;4.296875e-06;0.000674609375;7.335247804883569e-08;1.1516339053667205e-05;6.134871484444445e-08;9.631748230577778e-06;2.9529215556613763e-08;4.636086842388361e-06;2.085117029629629e-08;3.273633736518518e-06
Skateboarding_s015;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1013916.0;0.57;6.5;1.02916666666625e-05;0.001615791666666;7.929002562219561e-07;0.0001244853402268;6.631461269333334e-07;0.0001041139419285;3.191947048507937e-07;5.0113568661574616e-05;2.2538977155555562e-07;3.538619413422223e-05
Skateboarding_s015;AVC;720p;1280;3400;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2132423.0;1.11;6.937500000000001;2.1390625e-05;0.0033583281249999;1.667592525488889e-06;0.0002618120265017;1.3946994163555556e-06;0.0002189678083678;6.713160953195768e-07;0.0001053966269651;4.7402973503703705e-07;7.442266840081481e-05
Skateboarding_s015;AVC;1080p;1920;5800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3631268.0;1.99;7.75;4.2840277777775e-05;0.0067259236111106;2.839715841953959e-06;0.0004458353871867;2.375010661688889e-06;0.0003728766738851;1.1431731203513226e-06;0.0001794781798951;8.072174272592593e-07;0.0001267331360797
Skateboarding_s015;AVC;1440p;2560;8100;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5318902.0;3.82;7.6875;8.15729166666625e-05;0.012806947916666;4.159475497594943e-06;0.0006530376531224;3.478798303644444e-06;0.0005461713336721;1.6744635196804232e-06;0.0002628907725898;1.1823722149629629e-06;0.0001856324377491
Skateboarding_s015;AVC;2160p;3840;16800;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;16194573.0;7.8;8.0;0.0001733333333333;0.0272133333333281;1.266444269654012e-05;0.0019883175033567;1.05919705008e-05;0.0016629393686255;5.098274362885714e-06;0.000800429074973;3.599993598e-06;0.000565198994886
Skateboarding_s016;AVC;360p;640;145;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83187.0;0.27;6.0;4.5e-06;0.0007065;6.505370623832336e-08;1.0213431879416768e-05;5.440799519999999e-08;8.542055246399998e-06;2.618841197142857e-08;4.111580679514286e-06;1.8492162e-08;2.903269434e-06
Skateboarding_s016;AVC;540p;960;1600;eth;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;892455.0;0.64;6.75;1.2e-05;0.001884;6.979156046127744e-07;0.0001095727499242;5.837052346666667e-07;9.164172184266668e-05;2.8095711115873016e-07;4.411026645192064e-05;1.983894411111111e-07;3.114714225444444e-05
