video;codec;resolution;width;bitrate [kb/s];nic;userDevice;cpu_model;encoded_segment_size [B];decoding_duration[s];average_cpu_utilization [%];energy_decode [wh];emission_decode_Austria_CI_157 [g];energy_NIC_LTE_TH_16_Mb/s [kWh];emission_NIC_LTE_TH_16_Austria_CI_157_[g];energy_NIC_LTE_TH_20_Mb/s [kWh];emission_NIC_LTE_TH_20_Austria_CI_157 [g];energy_NIC_LTE_TH_42_Mb/s [kWh];emission_NIC_LTE_TH_42_Austria_CI_157 [g];energy_NIC_LTE_TH_60_Mb/s [kWh];emission_NIC_LTE_TH_60_Austria_CI_157 [g]
Bosohorus_s000;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;93580.0;0.27;6.0625;4.546875e-06;0.000713859375;7.318121617298737e-08;1.1489450939159018e-05;6.120547911111112e-08;9.609260220444446e-06;2.9460271343915346e-08;4.625262600994709e-06;2.080248740740741e-08;3.2659905229629632e-06
Bosohorus_s000;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1006836.0;0.55;6.75;1.03125e-05;0.0016190625;7.873635709205589e-07;0.0001236160806345;6.585154922666667e-07;0.0001033869322858;3.1696582345396826e-07;4.976363428227302e-05;2.2381591377777779e-07;3.5139098463111115e-05
Bosohorus_s000;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2122828.0;1.01;7.124999999999999;1.998958333333125e-05;0.003138364583333;1.660089065677179e-06;0.0002606339833113;1.388423859911111e-06;0.000217982546006;6.682954573248677e-07;0.0001049223868;4.71896802074074e-07;7.408779792562962e-05
Bosohorus_s000;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3593722.0;2.18;8.0625;4.88229166666625e-05;0.007665197916666;2.810354205467199e-06;0.0004412256102583;2.350453908977778e-06;0.0003690212637095;1.1313531230455028e-06;0.0001776224403181;7.988710905185184e-07;0.0001254227612114
Bosohorus_s000;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5016648.0;3.89;8.0625;8.71197916666625e-05;0.013677807291666;3.923107520322555e-06;0.0006159278806906;3.281110754133333e-06;0.0005151343883989;1.5793098024888888e-06;0.0002479516389907;1.1151822702222225e-06;0.0001750836164248
Bosohorus_s000;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10419342.0;8.3;9.25;0.0002132638888888;0.0334824305555416;8.148109844863075e-06;0.0012792532456435;6.814712749866667e-06;0.001069909901729;3.2801521964634924e-06;0.0005149838948447;2.316181136444444e-06;0.0003636404384217
BundNightScape_s000;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;82330.0;0.25;5.75;3.993055555555556e-06;0.0006269097222222;6.438351707119096e-08;1.010821218017698e-05;5.384747911111111e-08;8.454054220444445e-06;2.591861658201058e-08;4.069222803375661e-06;1.8301654074074083e-08;2.8733596896296306e-06
BundNightScape_s000;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;915760.0;0.54;5.8125;8.71875e-06;0.00136884375;7.161405270632069e-07;0.0001124340627489;5.989477404444444e-07;9.403479524977776e-05;2.882938457566138e-07;4.526213378378836e-05;2.035700562962963e-07;3.196049883851852e-05
BundNightScape_s000;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1999165.0;0.83;7.062499999999999;1.628298611110625e-05;0.0025564288194436;1.563382411097139e-06;0.0002454510385422;1.3075427617777776e-06;0.0002052842135991;6.293646437407407e-07;9.88102490672963e-05;4.444069751851853e-07;6.977189510407409e-05
BundNightScape_s000;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3245079.0;1.83;7.875;4.003125e-05;0.00628490625;2.5377092092051896e-06;0.0003984203458452;2.1224258917333334e-06;0.0003332208650021;1.0215955104984123e-06;0.0001603904951482;7.213690428888889e-07;0.0001132549397335
BundNightScape_s000;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4627119.0;3.84;6.937500000000001;7.4e-05;0.011618;3.6184889484626734e-06;0.0005681027649086;3.026341475733333e-06;0.0004751356116901;1.4566807146888892e-06;0.0002286988722061;1.0285914162222222e-06;0.0001614888523468
BundNightScape_s000;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9974437.0;8.56;7.6875;0.0001827916666666;0.0286982916666562;7.80018626096221e-06;0.001224629242971;6.52372510631111e-06;0.0010242248416908;3.140089982077249e-06;0.0004929941271861;2.2172804027407407e-06;0.0003481130232302
BundNightScape_s001;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;82930.0;0.24;6.0;4e-06;0.000628;6.485272768995343e-08;1.0181878247322688e-05;5.4239905777777794e-08;8.515665207111114e-06;2.6107504835978832e-08;4.098878259248677e-06;1.8435031851851853e-08;2.894300000740741e-06
BundNightScape_s001;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;922939.0;0.51;6.1875;8.765625e-06;0.001376203125;7.217546321166999e-07;0.0001133154772423;6.036431255111111e-07;9.477197070524443e-05;2.905538937153439e-07;4.561696131330899e-05;2.051659214074074e-07;3.221104966096296e-05
BundNightScape_s001;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2011203.0;0.95;6.0625;1.59982638888875e-05;0.0025117274305553;1.5727963401449105e-06;0.0002469290254027;1.3154161488e-06;0.0002065203353616;6.331543717428572e-07;9.940523636362858e-05;4.470829780000001e-07;7.019202754600002e-05
BundNightScape_s001;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3272727.0;1.94;7.3125;3.940625e-05;0.00618678125;2.5593304345177644e-06;0.0004018148782192;2.1405089125333333e-06;0.0003360598992677;1.03029948124127e-06;0.0001617570185548;7.275150908888889e-07;0.0001142198692695
BundNightScape_s001;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4648832.0;3.49;7.4375;7.210243055555e-05;0.0113200815972213;3.635468898737991e-06;0.0005707686171018;3.040542742755556e-06;0.0004773652106126;1.4635162657862432e-06;0.0002297720537284;1.0334181357037035e-06;0.0001622466473054
BundNightScape_s001;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9968101.0;8.17;8.0;0.0001815555555555;0.0285042222222135;7.795231396828078e-06;0.001223851329302;6.519581080711112e-06;0.0010235742296716;3.138095322115344e-06;0.0004926809655721;2.215871933407407e-06;0.0003478918935449
Bunny_s000;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83109.0;0.24;5.75;3.833333333333331e-06;0.0006018333333333;6.499270885788425e-08;1.0203855290687827e-05;5.4356979733333344e-08;8.534045818133335e-06;2.6163856498412697e-08;4.107725470250794e-06;1.8474822888888893e-08;2.900547193555556e-06
Bunny_s000;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;908511.0;0.53;6.0;8.83333333333125e-06;0.001386833333333;7.104716807708583e-07;0.000111544053881;5.942065722666667e-07;9.329043184586668e-05;2.860117608349206e-07;4.490384645108254e-05;2.0195863044444448e-07;3.170750497977778e-05
Bunny_s000;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1950225.0;0.95;6.0;1.583333333333125e-05;0.002485833333333;1.5251104649600795e-06;0.0002394423429987;1.2755338266666666e-06;0.0002002588107866;6.139576584920636e-07;9.639135238325398e-05;4.335277944444444e-07;6.806386372777778e-05
Bunny_s000;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3202296.0;2.01;6.937500000000001;3.8734375e-05;0.0060812968749999;2.5042521460343312e-06;0.0003931675869273;2.094443908266667e-06;0.0003288276935978;1.0081268335492064e-06;0.0001582759128672;7.118585404444444e-07;0.0001117617908497
Bunny_s000;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4463612.0;3.11;8.0625;6.96510416666625e-05;0.010935213541666;3.4906235807260145e-06;0.0005480279021739;2.919400630755556e-06;0.0004583458990286;1.4052064617862437e-06;0.0002206174145004;9.922444157037036e-07;0.0001557823732654
Bunny_s000;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9607524.0;7.04;8.4375;0.000165;0.025905;7.513253801358883e-06;0.0011795808468133;6.283747697066667e-06;0.0009865483884394;3.024580722196825e-06;0.0004748591733849;2.1357170017777777e-06;0.0003353075692791
Bunny_s001;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;84574.0;0.26;5.8125;4.1979166666666685e-06;0.0006590729166666;6.613836478536261e-08;1.038372327130193e-05;5.5315154844444446e-08;8.684479310577778e-06;2.6625058651851854e-08;4.1801342083407415e-06;1.880048696296296e-08;2.9516764531851848e-06
Bunny_s001;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;897528.0;0.48;6.5625;8.75e-06;0.00137375;7.018827803944113e-07;0.0001101955965219;5.870232021333333e-07;9.216264273493333e-05;2.8255416134603176e-07;4.4361003331326986e-05;1.995171502222222e-07;3.132419258488889e-05
Bunny_s001;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1955989.0;0.9;6.937500000000001;1.734375e-05;0.00272296875;1.5296180149709914e-06;0.0002401500283504;1.2793037388444444e-06;0.0002008506869985;6.157722449851851e-07;9.667624246267406e-05;4.3480911029629627e-07;6.826503031651851e-05
Bunny_s001;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3207621.0;2.13;6.6875;3.956770833333125e-05;0.006212130208333;2.5084163902758485e-06;0.0003938213732733;2.0979266949333337e-06;0.0003293744911045;1.0098032168031745e-06;0.000158539105038;7.130422682222222e-07;0.0001119476361108
Bunny_s001;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4528991.0;3.24;7.75;6.975e-05;0.01095075;3.541751115799468e-06;0.0005560549251805;2.962161402488889e-06;0.0004650593401907;1.4257886703798942e-06;0.0002238488212496;1.0067779252592591e-06;0.0001580641342657
Bunny_s001;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9625815.0;7.25;8.125;0.0001636284722222;0.0256896701388854;7.527557687071856e-06;0.0011818265568702;6.295710824e-06;0.000988426599368;3.030338980619048e-06;0.0004757632199571;2.139783023333333e-06;0.0003359459346633
Busy_City_s000;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;115368.0;0.28;5.8125;4.520833333333331e-06;0.0007097708333333;9.021981777564872e-08;1.416451139077685e-05;7.545579946666667e-08;1.1846560516266668e-05;3.631943347301587e-08;5.702151055263492e-06;2.5645879111111123e-08;4.026403020444445e-06
Busy_City_s000;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1165783.0;0.54;6.875000000000001;1.03125e-05;0.0016190625;9.11662937954624e-07;0.0001431310812588;7.624738945777778e-07;0.0001197084014487;3.67004525626455e-07;5.761971052335343e-05;2.591492431851852e-07;4.068643118007408e-05
Busy_City_s000;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2383644.0;0.95;7.187499999999999;1.89670138888875e-05;0.0029778211805553;1.8640517935824355e-06;0.0002926561315924;1.5590091157333331e-06;0.0002447644311701;7.504039220698412e-07;0.0001178134157649;5.298752328888889e-07;8.319041156355556e-05
Busy_City_s000;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3818830.0;2.07;7.4375;4.2765625e-05;0.0067142031249999;2.9863926454145043e-06;0.00046886364533;2.4976845457777774e-06;0.0003921364736871;1.202220218169312e-06;0.0001887485742525;8.489117651851853e-07;0.000133279147134
Busy_City_s000;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5289475.0;3.26;8.1875;7.414236111110625e-05;0.0116403506944436;4.136463062797738e-06;0.0006494247008592;3.459551737777778e-06;0.0005431496228311;1.6651994952645503e-06;0.0002614363207565;1.1758307018518516e-06;0.0001846054201907
Busy_City_s000;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10887253.0;7.14;8.5;0.0001685833333333;0.026467583333328;8.514024527922689e-06;0.0013367018508838;7.120747339911112e-06;0.001117957332366;3.427457016134392e-06;0.000538110751533;2.4201960187407408e-06;0.0003799707749422
Busy_City_s001;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;88070.0;0.26;6.25;4.513888888888888e-06;0.0007086805555555;6.887229865735198e-08;1.081295088920426e-05;5.7601694222222254e-08;9.043465992888894e-06;2.7725647544973543e-08;4.352926664560846e-06;1.9577634814814812e-08;3.0736886659259253e-06
Busy_City_s001;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1010788.0;0.53;6.4375;9.47743055555e-06;0.0014879565972213;7.904541048628077e-07;0.0001241012944634;6.61100275911111e-07;0.000103792743318;3.182099674201058e-07;4.995896488495661e-05;2.2469442874074085e-07;3.52770253122963e-05
Busy_City_s001;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2203072.0;0.93;7.000000000000001;1.808333333333125e-05;0.002839083333333;1.7228412938304726e-06;0.0002704860831313;1.4409070023111108e-06;0.0002262223993628;6.93557372410582e-07;0.0001088885074684;4.897347460740741e-07;7.688835513362963e-05
Busy_City_s001;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3631376.0;1.95;7.5625;4.09635416666625e-05;0.006431276041666;2.839800299865336e-06;0.0004458486470788;2.375081298488889e-06;0.0003728877638627;1.143207120237037e-06;0.0001794835178772;8.072414352592592e-07;0.0001267369053357
Busy_City_s001;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5126507.0;3.43;7.6875;7.32447916666625e-05;0.011499432291666;4.009019202600265e-06;0.0006294160148082;3.3529634227555555e-06;0.0005264152573726;1.6138949269767196e-06;0.0002533815035353;1.139603519037037e-06;0.0001789177524888
Busy_City_s001;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10942521.0;7.78;8.0625;0.0001742395833333;0.0273556145833281;8.557245082052295e-06;0.0013434874778822;7.156895068266668e-06;0.0011236325257178;3.444856142834921e-06;0.000540842414425;2.4324818904444447e-06;0.0003818996567997
Busy_City_s002;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;77901.0;0.27;5.375;4.03125e-06;0.00063290625;6.091996068702595e-08;9.564433827863075e-06;5.09507162666667e-08;7.999262453866671e-06;2.452430645396825e-08;3.850316113273015e-06;1.7317103777777782e-08;2.718785293111112e-06
Busy_City_s002;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;842415.0;0.5;5.875;8.15972222221875e-06;0.0012810763888883;6.58783439007984e-07;0.0001034289999242;5.509768506666667e-07;8.650336555466666e-05;2.652038307777778e-07;4.163700143211111e-05;1.8726573444444445e-07;2.940072030777778e-05
Busy_City_s002;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1850016.0;0.88;6.625;1.619444444444375e-05;0.0025425277777776;1.446745253467465e-06;0.0002271390047943;1.2099926869333331e-06;0.0001899688518485;5.824104867555556e-07;9.143844642062222e-05;4.112517048888889e-07;6.456651766755556e-05
Busy_City_s002;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2994486.0;1.92;7.3125;3.9e-05;0.006123;2.341741048225948e-06;0.0003676533445714;1.9585269322666666e-06;0.0003074887283658;9.427053867873016e-07;0.0001480047457256;6.656631471111111e-07;0.0001045091140964
Busy_City_s002;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4263252.0;3.55;7.000000000000001;6.9027777777775e-05;0.0108373611111106;3.333938514767266e-06;0.0005234283468184;2.7883562858666667e-06;0.000437771936881;1.3421303775111111e-06;0.0002107144692692;9.477051297777776e-07;0.0001487897053751
Busy_City_s002;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9260841.0;7.51;8.1875;0.0001708003472222;0.0268156545138854;7.242141559784831e-06;0.0011370162248862;6.057001606933333e-06;0.0009509492522885;2.9154401446126987e-06;0.0004577241027041;2.058650654888889e-06;0.0003232081528175
Busy_City_s003;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;63731.0;0.26;5.5;3.972222222222218e-06;0.0006236388888888;4.983876990725216e-08;7.82468687543859e-06;4.1682906488888895e-08;6.544216318755557e-06;2.006339552275133e-08;3.1499530970719588e-06;1.416716525925926e-08;2.224244945703704e-06
Busy_City_s003;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;660315.0;0.49;6.375;8.67708333333125e-06;0.001362302083333;5.163780162135728e-07;8.107134854553093e-05;4.318753573333333e-07;6.780443110133333e-05;2.078762456984127e-07;3.263657057465079e-05;1.467855788888889e-07;2.304533588555556e-05
Busy_City_s003;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1540829.0;0.93;6.875000000000001;1.77604166666625e-05;0.002788385416666;1.2049555474952762e-06;0.0001891780209567;1.0077706472888889e-06;0.0001582199916243;4.85074165789418e-07;7.615664402893863e-05;3.425205799259259e-07;5.377573104837037e-05
Busy_City_s003;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2697852.0;2.04;7.062499999999999;4.002083333333125e-05;0.006283270833333;2.109768010415968e-06;0.0003312335776353;1.7645151125333332e-06;0.0002770288726677;8.493209229079365e-07;0.0001333433848965;5.997225075555555e-07;9.41564336862222e-05
Busy_City_s003;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3879356.0;3.67;7.124999999999999;7.26354166666625e-05;0.011403760416666;3.033725048599867e-06;0.0004762948326301;2.5372712398222223e-06;0.000398351584652;1.2212746356021164e-06;0.0001917401177895;8.623664708148148e-07;0.0001353915359179
Busy_City_s003;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;8750288.0;6.96;8.9375;0.0001727916666666;0.0271282916666562;6.842880078049768e-06;0.0010743321722538;5.723077253688889e-06;0.0008985231288291;2.754711036732275e-06;0.0004324896327669;1.945156613925926e-06;0.0003053895883863
Busy_City_s004;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;77127.0;0.27;5.625;4.21875e-06;0.00066234375;6.031467898882236e-08;9.469404601245111e-06;5.044448586666667e-08;7.919784281066668e-06;2.4280640606349212e-08;3.8120605751968256e-06;1.7145046444444445e-08;2.691772291777778e-06
Busy_City_s004;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;836014.0;0.56;6.1875;9.625e-06;0.001511125;6.537777437234863e-07;0.0001026431057645;5.467903121777778e-07;8.584607901191111e-05;2.631887079216931e-07;4.132062714370582e-05;1.8584281585185185e-07;2.917732208874074e-05
Busy_City_s004;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1829394.0;1.06;6.875000000000001;2.024305555555e-05;0.0031781597222213;1.430618484500599e-06;0.0002246071020665;1.1965049824e-06;0.0001878512822368;5.759183974666665e-07;9.041918840226664e-05;4.066675106666667e-07;6.384679917466667e-05
Busy_City_s004;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3058470.0;2.0;7.625;4.236111111110625e-05;0.0066506944444436;2.3917776686107785e-06;0.0003755090939718;2.000375312e-06;0.000314058923984;9.628484301904762e-07;0.0001511672035399;6.798865533333334e-07;0.0001067421888733
Busy_City_s004;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4370585.0;3.51;7.8125;7.6171875e-05;0.011958984375;3.417874820339987e-06;0.0005366063467933;2.8585568382222224e-06;0.0004487934236008;1.3759202824497357e-06;0.0002160194843446;9.71564858148148e-07;0.0001525356827292
Busy_City_s004;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9557514.0;8.04;8.3125;0.0001856458333333;0.0291463958333281;7.47414509628503e-06;0.0011734407801167;6.2510389344e-06;0.0009814131127008;3.008836886228572e-06;0.0004723873911378;2.124599964e-06;0.0003335621943479
Busy_City_s005;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;97704.0;0.24;5.875;3.916666666666668e-06;0.0006149166666666;7.640625715928143e-08;1.1995782374007185e-05;6.39027584e-08;1.00327330688e-05;3.0758563276190485e-08;4.829094434361906e-06;2.1719237333333336e-08;3.4099202613333336e-06
Busy_City_s005;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1046485.0;0.53;5.875;8.64930555555e-06;0.0013579409722213;8.183697906260812e-07;0.0001284840571282;6.844477004444444e-07;0.0001074582889697;3.294478740899471e-07;5.17233162321217e-05;2.3262973962962965e-07;3.652286912185185e-05
Busy_City_s005;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2227034.0;0.88;7.124999999999999;1.74166666666625e-05;0.002734416666666;1.74158000190845e-06;0.0002734280602996;1.4565792152888889e-06;0.0002286829368003;7.011009396465609e-07;0.0001100728475245;4.950614099259259e-07;7.772464135837037e-05
Busy_City_s005;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3594818.0;2.02;7.375;4.138194444444375e-05;0.0064969652777776;2.8112112968641385e-06;0.0004413601736076;2.351170741688889e-06;0.0003691338064451;1.1316981589227511e-06;0.0001776766109508;7.991147272592592e-07;0.0001254610121797
Busy_City_s005;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;5024237.0;3.39;7.5625;7.12135416666625e-05;0.011180526041666;3.929042252632202e-06;0.0006168596336632;3.2860742974222222e-06;0.0005159136646952;1.5816989240878307e-06;0.0002483267310817;1.1168692768148148e-06;0.0001753484764599
Busy_City_s005;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;10669364.0;7.69;8.0;0.0001708888888888;0.0268295555555416;8.343631473736793e-06;0.0013099501413766;6.9782382499555545e-06;0.001095583405243;3.3588625615195765e-06;0.0005273414221585;2.371760101037037e-06;0.0003723663358628
Busy_City_s006;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;79712.0;0.25;5.8125;4.036458333333331e-06;0.0006337239583333;6.233619473799069e-08;9.78678257386454e-06;5.2135190755555584e-08;8.185224948622226e-06;2.5094434167195773e-08;3.939826164249736e-06;1.771968237037037e-08;2.781990132148148e-06
Busy_City_s006;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;820919.0;0.49;6.3125;8.5920138888875e-06;0.0013489461805553;6.419731865731205e-07;0.0001007897902919;5.369175112888889e-07;8.429604927235556e-05;2.584365942656085e-07;4.057454529970054e-05;1.824872532592593e-07;2.865049876170371e-05
Busy_City_s006;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1773242.0;0.88;6.6875;1.634722222221875e-05;0.0025665138888883;1.3867066267260147e-06;0.0002177129403959;1.1597790787555555e-06;0.0001820853153646;5.582409754052911e-07;8.76438331386307e-05;3.94185129037037e-07;6.188706525881482e-05
Busy_City_s006;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2927314.0;2.03;7.3125;4.123437499999375e-05;0.006473796874999;2.289211355420093e-06;0.0003594061828009;1.9145934588444445e-06;0.0003005911730385;9.215587171280424e-07;0.0001446847185891;6.507310602962962e-07;0.0001021647764665
Busy_City_s006;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;4218891.0;3.18;7.875;6.95625e-05;0.0109213125;3.299247427669062e-06;0.000517981846144;2.7593422202666666e-06;0.0004332167285818;1.3281649244539682e-06;0.0002085218931392;9.37843843777778e-07;0.0001472414834731
Busy_City_s006;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;9382198.0;7.07;8.5;0.0001669305555555;0.0262080972222134;7.337044881553426e-06;0.0011519160464038;6.136374478577778e-06;0.0009634107931367;2.953644997674074e-06;0.0004637222646348;2.0856278665185185e-06;0.0003274435750434
Busy_City_s007;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;86926.0;0.23;6.25;3.993055555555556e-06;0.0006269097222222;6.797767041091152e-08;1.067249425451311e-05;5.6853467377777786e-08;8.925994378311112e-06;2.7365500607407404e-08;4.296383595362962e-06;1.932332785185185e-08;3.0337624727407404e-06
Busy_City_s007;HEVC;540p;960;1600;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;788579.0;0.49;7.062499999999999;9.61284722221875e-06;0.0015092170138883;6.16682734221823e-07;9.68191892728262e-05;5.157657139555556e-07;8.097521709102223e-05;2.482555173767196e-07;3.897611622814498e-05;1.7529819103703706e-07;2.752181599281481e-05
Busy_City_s007;HEVC;720p;1280;3400;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;1624137.0;0.89;7.000000000000001;1.730555555555e-05;0.0027169722222213;1.27010387787505e-06;0.0001994063088263;1.0622577818666668e-06;0.000166774471753;5.113006702253968e-07;8.02742052253873e-05;3.610396397777778e-07;5.668322344511112e-05
Busy_City_s007;HEVC;1080p;1920;5800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;2528660.0;1.76;9.1875;4.49166666666625e-05;0.007051916666666;1.977456872066534e-06;0.0003104607289144;1.653856024888889e-06;0.0002596553959075;7.960569537989417e-07;0.0001249809417464;5.621117525925926e-07;8.825154515703703e-05
Busy_City_s007;HEVC;1440p;2560;8100;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;3742850.0;3.72;7.6875;7.94375e-05;0.0124716875;2.9269749407252163e-06;0.0004595350656938;2.447990248888889e-06;0.0003843344690755;1.1783006689417989e-06;0.0001849932050238;8.320216925925926e-07;0.000130627405737
Busy_City_s007;HEVC;2160p;3840;16800;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;8957737.0;7.56;8.375;0.000175875;0.027612375;7.0051088674691946e-06;0.0010998020921926;5.858758119644444e-06;0.0009198250247841;2.8200188357280425e-06;0.0004427429572093;1.991271758296296e-06;0.0003126296660525
Busy_City_s008;HEVC;360p;640;145;lte;PC;Intel Xeon Gold 5218 CPU @ 2.30GHz;83085.0;0.25;6.375;4.427083333333331e-06;0.0006950520833333;6.497394043313373e-08;1.0200908648001997e-05;5.4341282666666665e-08;8.531581378666666e-06;2.615630096825397e-08;4.1065392520158735e-06;1.846948777777778e-08;2.8997095811111115e-06
