video,display_energy [kWh],emission_display_Austria_CI_157 [g]
Lifting_Off_s032,0.000270595525,0.042483497425
Lifting_Off_s033,0.00027071958,0.04250297406
Lifting_Off_s034,0.000328555077,0.051583147089
Lifting_Off_s035,0.000351249308,0.055146141356
Lifting_Off_s036,0.000350108574,0.054967046118
Lifting_Off_s037,8.4934356e-05,0.013334693892
Lifting_Off_s038,5.305751e-05,0.00833002907
Lifting_Off_s039,4.4505795e-05,0.006987409815
Maples_s000,0.000194383467,0.030518204319
Maples_s001,0.000166592471,0.026155017947
Marathon_s000,0.000158558073,0.024893617461
Marathon_s001,0.000149897381,0.023533888817
Nature_in_the_city_s000,0.000144733288,0.022723126216
Nature_in_the_city_s001,0.000167735039,0.026334401123
Nature_in_the_city_s002,0.000131576375,0.020657490875
Nature_in_the_city_s003,0.000130119382,0.020428742974
Nature_in_the_city_s004,0.000108146147,0.016978945079
Nature_in_the_city_s005,9.968866e-05,0.01565111962
Nature_in_the_city_s006,0.000116578898,0.018302886986
Nature_in_the_city_s007,9.9430521e-05,0.015610591797
Nature_in_the_city_s008,9.9836262e-05,0.015674293134
Nature_in_the_city_s009,9.1603543e-05,0.014381756251
Nature_in_the_city_s010,8.7628335e-05,0.013757648595
Nature_in_the_city_s011,8.8003454e-05,0.013816542278
Nature_in_the_city_s012,0.000116288186,0.018257245202
Nature_in_the_city_s013,0.00011952882,0.01876602474
Nature_in_the_city_s014,9.4792361e-05,0.014882400677
Nature_in_the_city_s015,8.7399395e-05,0.013721705015
Nature_in_the_city_s016,0.000128416629,0.020161410753
Nature_in_the_city_s017,0.000173860845,0.027296152665
Nature_in_the_city_s018,0.000181225168,0.028452351376
Nature_in_the_city_s019,0.000209738636,0.032928965852
Nature_in_the_city_s020,0.000203069129,0.031881853253
Nature_in_the_city_s021,0.000145479056,0.022840211792
Nature_in_the_city_s022,0.000132606994,0.020819298058
Nature_in_the_city_s023,0.000117377686,0.018428296702
Nature_in_the_city_s024,0.000109626108,0.017211298956
Nature_in_the_city_s025,0.000114861771,0.018033298047
Nature_in_the_city_s026,0.000135751262,0.021312948134
Nature_in_the_city_s027,0.000135138466,0.021216739162
Nature_in_the_city_s028,0.000191476529,0.030061815053
Park_s000,0.00013939873,0.02188560061
Park_s001,0.000139559532,0.021910846524
RaceNight_s000,0.000115629174,0.018153780318
RaceNight_s001,0.000111312049,0.017475991693
ReadySetGo_s000,0.000240511406,0.037760290742
ResidentialBuilding_s000,0.000192250687,0.030183357859
ResidentialBuilding_s001,0.000176515461,0.027712927377
RiverBank_s000,0.000272144724,0.042726721668
RiverBank_s001,0.000259037332,0.040668861124
Runners_s000,0.000231430471,0.036334583947
Runners_s001,0.000232780657,0.036546563149
RushHour_s000,0.000124681776,0.019575038832
RushHour_s001,0.000123762696,0.019430743272
Scarf_s000,0.000149074061,0.023404627577
Secounds_That_Count_s000,0.000176735768,0.027747515576
Secounds_That_Count_s001,0.00018262292,0.02867179844
Secounds_That_Count_s002,6.4577051e-05,0.010138597007
Secounds_That_Count_s003,4.8497938e-05,0.007614176266
Secounds_That_Count_s004,4.8730861e-05,0.007650745177
Secounds_That_Count_s005,0.000157264639,0.024690548323
Secounds_That_Count_s006,0.000132470089,0.020797803973
Secounds_That_Count_s007,8.6795325e-05,0.013626866025
Secounds_That_Count_s008,0.000144295522,0.022654396954
Secounds_That_Count_s009,9.4342935e-05,0.014811840795
Secounds_That_Count_s010,0.000117388189,0.018429945673
Secounds_That_Count_s011,0.000125287514,0.019670139698
Secounds_That_Count_s012,9.3400324e-05,0.014663850868
Secounds_That_Count_s013,0.00010442181,0.01639422417
Secounds_That_Count_s014,9.6079269e-05,0.015084445233
Secounds_That_Count_s015,9.2523614e-05,0.014526207398
Secounds_That_Count_s016,9.8787648e-05,0.015509660736
Secounds_That_Count_s017,8.6723372e-05,0.013615569404
Secounds_That_Count_s018,0.000103081916,0.016183860812
Secounds_That_Count_s019,8.9486632e-05,0.014049401224
Secounds_That_Count_s020,0.000111881654,0.017565419678
Secounds_That_Count_s021,0.000149703165,0.023503396905
Secounds_That_Count_s022,0.000120656671,0.018943097347
Secounds_That_Count_s023,0.000144110332,0.022625322124
Secounds_That_Count_s024,0.000230470789,0.036183913873
Secounds_That_Count_s025,0.00016794179,0.02636686103
Secounds_That_Count_s026,0.000170587682,0.026782266074
Secounds_That_Count_s027,0.000140374486,0.022038794302
Secounds_That_Count_s028,9.2650933e-05,0.014546196481
Secounds_That_Count_s029,0.000129515872,0.020333991904
Secounds_That_Count_s030,0.000147717381,0.023191628817
Secounds_That_Count_s031,0.000160697141,0.025229451137
Secounds_That_Count_s032,0.000151043663,0.023713855091
Secounds_That_Count_s033,0.000178822565,0.028075142705
Secounds_That_Count_s034,0.000249107127,0.039109818939
Secounds_That_Count_s035,5.1904187e-05,0.008148957359
Secounds_That_Count_s036,4.7307884e-05,0.007427337788
Secounds_That_Count_s037,0.000131271842,0.020609679194
Secounds_That_Count_s038,0.000137548207,0.021595068499
Secounds_That_Count_s039,0.000133882399,0.021019536643
Secounds_That_Count_s040,0.000172402143,0.027067136451
Secounds_That_Count_s041,0.000218975579,0.034379165903
Secounds_That_Count_s042,0.000171819197,0.026975613929
Secounds_That_Count_s043,0.000172776571,0.027125921647
Secounds_That_Count_s044,0.000184357386,0.028944109602
Secounds_That_Count_s045,0.000185374054,0.029103726478
Secounds_That_Count_s046,0.000140612226,0.022076119482
Secounds_That_Count_s047,0.000138345779,0.021720287303
Secounds_That_Count_s048,4.8656264e-05,0.007639033448
Secounds_That_Count_s049,4.608812e-05,0.00723583484
Secounds_That_Count_s050,4.5270356e-05,0.007107445892
Secounds_That_Count_s051,0.000114029251,0.017902592407
Secounds_That_Count_s052,0.000139754931,0.021941524167
Secounds_That_Count_s053,0.000125067906,0.019635661242
Secounds_That_Count_s054,4.5683416e-05,0.007172296312
Secounds_That_Count_s055,4.4529371e-05,0.006991111247
Secounds_That_Count_s056,5.8598834e-05,0.009200016938
Secounds_That_Count_s057,5.8598834e-05,0.009200016938
Secounds_That_Count_s058,6.0798051e-05,0.009545294007
Secounds_That_Count_s059,6.4098215e-05,0.010063419755
Secounds_That_Count_s060,6.0269744e-05,0.009462349808
Secounds_That_Count_s061,5.6003952e-05,0.008792620464
Secounds_That_Count_s062,5.2418516e-05,0.008229707012
Secounds_That_Count_s063,4.4265735e-05,0.006949720395
Skateboarding_s000,0.000119594698,0.018776367586
Skateboarding_s001,0.000148178661,0.023264049777
Skateboarding_s002,0.000218377486,0.034285265302
Skateboarding_s003,0.000182287527,0.028619141739
Skateboarding_s004,0.000163460845,0.025663352665
Skateboarding_s005,0.000114560213,0.017985953441
Skateboarding_s006,9.772056e-05,0.01534212792
Skateboarding_s007,0.000202126983,0.031733936331
Skateboarding_s008,0.00020568656,0.03229278992
Skateboarding_s009,0.000176129963,0.027652404191
Skateboarding_s010,0.000136072296,0.021363350472
Skateboarding_s011,0.000155570867,0.024424626119
Skateboarding_s012,0.000134896651,0.021178774207
Skateboarding_s013,0.000181916275,0.028560855175
Skateboarding_s014,0.000109322431,0.017163621667
Skateboarding_s015,0.000130800252,0.020535639564
Skateboarding_s016,0.000155689122,0.024443192154
Skateboarding_s017,0.000156554993,0.024579133901
Skateboarding_s018,0.000150882563,0.023688562391
Skateboarding_s019,0.000130888436,0.020549484452
Skateboarding_s020,0.000126145796,0.019804889972
Skateboarding_s021,0.000181196599,0.028447866043
Skateboarding_s022,0.000127418327,0.020004677339
Skateboarding_s023,0.000121864323,0.019132698711
Skateboarding_s024,0.000108688247,0.017064054779
Skateboarding_s025,0.000101717196,0.015969599772
Skateboarding_s026,0.000100572415,0.015789869155
Skateboarding_s027,0.000102304433,0.016061795981
Skateboarding_s028,0.000102112658,0.016031687306
Skateboarding_s029,0.000101877086,0.015994702502
Skateboarding_s030,9.1450746e-05,0.014357767122
Skateboarding_s031,0.000104918453,0.016472197121
Skateboarding_s032,0.000114046821,0.017905350897
Skateboarding_s033,0.000135897695,0.021335938115
Skateboarding_s034,0.000153543231,0.024106287267
Skateboarding_s035,0.000148405845,0.023299717665
Skateboarding_s036,0.000150678327,0.023656497339
Skateboarding_s037,0.000129026915,0.020257225655
Skateboarding_s038,0.000148186894,0.023265342358
Skateboarding_s039,0.000160422803,0.025186380071
Skateboarding_s040,0.000153796366,0.024146029462
Skateboarding_s041,0.000142259337,0.022334715909
Skateboarding_s042,0.000132233528,0.020760663896
Skateboarding_s043,0.000134749918,0.021155737126
Skateboarding_s044,0.000139294892,0.021869298044
Skateboarding_s045,0.000102516247,0.016095050779
Skateboarding_s046,8.2909897e-05,0.013016853829
Skateboarding_s047,6.6329868e-05,0.010413789276
Skateboarding_s048,4.7360896e-05,0.007435660672
Skateboarding_s049,4.562834e-05,0.00716364938
Skateboarding_s050,6.1849572e-05,0.009710382804
Skateboarding_s051,5.4129142e-05,0.008498275294
Skateboarding_s052,5.2541139e-05,0.008248958823
Skateboarding_s053,4.7224737e-05,0.007414283709
Skateboarding_s054,4.4220109e-05,0.006942557113
TallBuildings_s000,0.000174901718,0.027459569726
TallBuildings_s001,0.000181386865,0.028477737805
TrafficAndBuilding_s000,0.000218640131,0.034326500567
TrafficAndBuilding_s001,0.000217589226,0.034161508482
TrafficFlow_s000,0.000140095628,0.021995013596
TrafficFlow_s001,0.000134275609,0.021081270613
TreeShade_s000,6.4478243e-05,0.010123084151
TreeShade_s001,6.438565e-05,0.01010854705
Unspoken_Friend_s000,0.000141164837,0.022162879409
Unspoken_Friend_s001,0.0001844811,0.0289635327
Unspoken_Friend_s002,0.000176360388,0.027688580916
Unspoken_Friend_s003,0.000107344578,0.016853098746
Unspoken_Friend_s004,0.000179669244,0.028208071308
Unspoken_Friend_s005,0.00015065213,0.02365238441
Unspoken_Friend_s006,0.000168341334,0.026429589438
Unspoken_Friend_s007,0.00021799001,0.03422443157
Unspoken_Friend_s008,0.000187453066,0.029430131362
Unspoken_Friend_s009,0.000183453325,0.028802172025
Unspoken_Friend_s010,0.000176749661,0.027749696777
Unspoken_Friend_s011,0.000162815101,0.025561970857
Unspoken_Friend_s012,0.000163196211,0.025621805127
Unspoken_Friend_s013,0.000249961247,0.039243915779
Unspoken_Friend_s014,0.000168949685,0.026525100545
Unspoken_Friend_s015,0.000184862256,0.029023374192
Unspoken_Friend_s016,0.000273318152,0.042910949864
Unspoken_Friend_s017,0.00024642069,0.03868804833
Unspoken_Friend_s018,0.000223190721,0.035040943197
Unspoken_Friend_s019,0.00028371399,0.04454309643
Unspoken_Friend_s020,0.000193632252,0.030400263564
Unspoken_Friend_s021,0.00021307933,0.03345345481
Unspoken_Friend_s022,0.000176918425,0.027776192725
Unspoken_Friend_s023,7.814338e-05,0.01226851066
Unspoken_Friend_s024,0.000172764941,0.027124095737
Unspoken_Friend_s025,0.000232802925,0.036550059225
Unspoken_Friend_s026,0.000103615006,0.016267555942
Unspoken_Friend_s027,0.000157482744,0.024724790808
Unspoken_Friend_s028,0.000174069466,0.027328906162
Unspoken_Friend_s029,0.000180375631,0.028318974067
Unspoken_Friend_s030,0.000139612001,0.021919084157
Unspoken_Friend_s031,0.000108078574,0.016968336118
Unspoken_Friend_s032,0.000106315538,0.016691539466
Unspoken_Friend_s033,0.000118757933,0.018644995481
Unspoken_Friend_s034,0.000153421969,0.024087249133
Unspoken_Friend_s035,0.000154990931,0.024333576167
Unspoken_Friend_s036,0.000160321807,0.025170523699
Unspoken_Friend_s037,0.000183341664,0.028784641248
Unspoken_Friend_s038,0.000167759238,0.026338200366
Unspoken_Friend_s039,0.00015044215,0.02361941755
Unspoken_Friend_s040,0.000153996575,0.024177462275
Unspoken_Friend_s041,0.000175631458,0.027574138906
Unspoken_Friend_s042,0.000176075721,0.027643888197
Unspoken_Friend_s043,0.000175681474,0.027581991418
Unspoken_Friend_s044,0.000136855038,0.021486240966
Unspoken_Friend_s045,5.8619058e-05,0.009203192106
Unspoken_Friend_s046,6.1598575e-05,0.009670976275
Unspoken_Friend_s047,5.9218598e-05,0.009297319886
Unspoken_Friend_s048,5.666399e-05,0.00889624643
Unspoken_Friend_s049,5.3405226e-05,0.008384620482
Unspoken_Friend_s050,4.417722e-05,0.00693582354
Wood_s000,0.000262369229,0.041191968953
Wood_s001,0.000251702805,0.039517340385
YachtRide_s000,0.000368809519,0.057903094483
